Company,Date,Time,Vehicle 1 Year,Vehicle Make,Vehicle Model,Address,City,County,Zip Code,Vehicle 1 Status,Vehicle 2 Status,Vehicles Involved,Describe Veh Damage,Mode,Weather,Lighting,Roadway Surface,Roadway Condition,Mov Proceed Col Veh 1,Mov Proceed Col Veh 2,Collision Type,Vehicle type,Location,Fault,Number of injuries,Injuries,Description,Damaged Area,Latitude,Longitude,Census Tract Code,Census Block Code,Census Block Group,Median Age,Population,White,Black,Asian,Hispanic,Other,Median Income
Cruise,3/19/18,8:34 PM,2017,Chevrolet,Bolt,Howard St & Hawthorne St,San Francisco,San Francisco,94105,Moving,Moving,2,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), was involved in a collision while operating in autonomous mode, making a left turn onto Hawthorne from Howard Street. A van directly behind the Cruise AV continued straight from the same left turn only lane, clipping the back right of the Cruise AV as it passed and damaging the bumper and back right sensor. The driver of the van did not stop. There were no injuries and police were not called. ",8,37.785899,-122.39937,061501,2002,2,,,,,,,0,
Cruise,3/24/18,12:55 PM,2017,Chevrolet,Bolt,Francisco St & Divisadero,San Francisco,San Francisco,94123,Moving,Moving,2,Moderate,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Compact Car,Intersection,Vehicle 2,1,"The driver of the Cruise AV later experience stiffness in his neck, sought treatment and was released to return to work ","A Cruise autonomous vehicle (""Cruise AV""), was involved in a collision while operating in autonomous mode, driving eastbound on Francisco Street between Broderick and Divisadero. While approaching a stop sign, the Cruise AV was rear ended causing damage to the rear bumper. The driver ofthe Cruise AV later experience stiffness in his neck, sought treatment and was released to return to work. The police were not called. ","7, 8, 9",37.800908,-122.443035,012700,2005,2,,,,,,,0,
Cruise,3/24/18,1:54 AM,2017,Chevrolet,Bolt,Sutter St & Grant St,San Francisco,San Francisco,94108,Moving,Moving,3,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), was involved in a collision while operating in autonomous mode, driving westbound on Sutter Street. As the Cruise AV was approaching the intersection with Grant A venue, a cyclist approached, splitting the lane and riding in the wrong direction on the lane line between the Cruise AV and a row of parked cars adjacent to the Cruise AV. The Cruise AV slowed as the cyclist approached and passed, and during this time a taxi driving behind the Cruise AV bumped into the rear ofthe Cruise AV, causing scratches and a dent to the Cruise AV. The taxi driver initially pulled over to check for damage to his vehicle, but then drove away without exchanging information. There were no injuries and police were not called. ","7, 8, 9",37.789632,-122.405399,011700,3001,3,,,,,,,0,
Cruise,3/27/18,12:53 PM,2017,Chevrolet,Bolt,Ninth St & Howard St,San Francisco,San Francisco,94103,Moving,Moving,2,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Side Swipe,Compact Car,Straight Road,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""),was involved in a collision while operating in autonomous mode, traveling in heavy traffic northbound on Ninth Street between Howard and Folsom Streets. A vehicle behind the Cruise AV was changing multiple lanes from the lane to the right of the Cruise AV across to the lane to the left of the Cruise AV. While completing that movement, the other vehicle clipped the corner ofthe Cruise A V. There were no injuries and the police were not called. ","9, 10",37.774992,-122.413161,017803,3002,3,,,,,,,0,
Cruise,3/29/18,11:04 AM,2017,Chevrolet,Bolt,Powell St& Vallejo St,San Francisco,San Francisco,94133,Stopped in Traffic,Moving,2,Minor,Conventional,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Side Swipe,Two-Wheels,Intersection,Vehicle 2,1,"the scooter driver appeared to have scraped her legs, but did not seek medical attention","A Cruise autonomous vehicle (''Cruise A V''), was involved in a collision while operating in conventional mode, on southbound Powell Street at the intersection with Vallejo Street. As the Cruise AV was stopped at the four-way stop. a scooter turning right onto Powell from westbound Vallejo lost control and collided with the Cruise AV, damaging the left side view mirror. The scooter driver appeared to have scraped her legs, but did not seek medical attention. The police were not called. ",1,37.800979,-122.411128,010600,3002,3,41.3,1026,240,86,668,22,0,38417
B,4/6/18,12:17 PM,2017,Chevrolet,Pacifica,Grant Road and Covington Road,Mountain View,Santa Clara,94040,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Highway/Freeway,Vehicle 2,0,None,"A Toyota Research Institute Vehicle (the 'TRI Vehicle"") was travelling under manual control in the #1 lane on I-80 Eastbound near the Pomona Street exit in Crockett. A Hyundai attempted to change from the #3 lane to the #2 lane. The Hyundai impacted a Prius that was already in the #2 lane, which caused the Prius to enter the #1 lane, where it impacted the TRI Vehicle. The TRI Vehicle then impacted the
center barrier and came to a stop in the roadway. The Hyundai stopped on the right shoulder, and the Prius eventually came to rest along the dirt embankment The California Highway Patrol responded to the scene, and the vehicles were cleared off the roadway. ","7, 8, 9",37.36511,-122.07841,509901,6004,6,,,,,,,0,
C,5/13/18,12:15 AM,2017,Chevrolet,Bolt,Franklin Street & Vallejo Street,San Francisco,San Francisco,94123,Stopped in Traffic,Moving,2,Moderate,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Passing Other Vehicle,Rear End,Mid-Sized Car,Street,Vehicle 2,1,One of the Cruise AV testers sitting in the front passenger seat later reported stiffness in his neck but did not seek medical treatment,"A Cruise autonomous vehicle (""Cruise AV""), was involved in a collision while operating in autonomous mode, on the northbound side of Franklin Street between Vallejo and Green Streets. The Cruise AV was stopped waiting to maneuver around a double-parked vehicle. Another vehicle directly behind the Cruise AV attempted to pass the Cruise AV on the left, and in doing so clipped the left rear corner of the Cruise AV as it passed, damaging the bumper and left rear sensor. The other vehicle did not stop. One of the Cruise AV testers sitting in the front passenger seat later reported stiffness in his neck but did not seek medical treatment. The police were not called. ",7,37.79648,-122.42525,013101,3002,3,,,,,,,0,
C,5/22/18,10:50 AM,2017,Lincoln,MKZ,Borregas turning right onto Gilbraltar,Sunnyvale,Santa Clara,94089,Stopped in Traffic,Moving,2,Minor,Autonomous,Cloudy,Daylight,Dry,No Unusual Conditions,Stopped,Making Right Turn,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV"") was involved in a collision while operating in autonomous mode on the northbound side of Powell Street between Washington and Jackson Streets. The Cruise AV was stopped waiting for a pedestrian to clear the crosswalk then initiated a right turn onto Jackson Street. Another vehicle directly behind the Cruise AV rear ended the Cruise AV, damaging the rear bumper. There were no injuries and the police were not called. ",8,37.404865,-122.020383,504602,1105,1,33.1,2325,378,37,293,1525,92,110536
C,5/22/18,7:27 AM,2017,Chevrolet,Bolt,Powell Street & Jackson Street,San Francisco,San Francisco,94133,Moving,Moving,2,Minor,Autonomous,Cloudy,Daylight,Dry,No Unusual Conditions,Making Right Turn,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV"") was involved in a collision while operating in autonomous mode on the northbound side of Powell Street between Washington and Jackson Streets. The Cruise AV was stopped waiting for a pedestrian to clear the crosswalk then initiated a right turn onto Jackson Street. Another vehicle directly behind the Cruise AV rear ended the Cruise AV, damaging the rear bumper. There were no injuries and the police were not called.","7, 8",37.795615,-122.409899,011300,1004,1,,,,,,,0,
C,5/23/18,12:50 PM,2017,Chevrolet,Bolt,Bryant Street between 10th Street 11th Streets,San Francisco,San Francisco,94133,Stopped in Traffic,Moving,2,Moderate,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Compact Car,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle ( "" Cruise AV "" ) was involved in a collision while operating in conventional mode on Bryant Street between 10th and 11th Streets. Bryant Street is a one-way street heading northeast at that location. The Cruise AV was stopped waiting for pedestrians to clear the sidewalk before making a right turn into a driveway. A vehicle that had turned left onto Bryant Street from 11th Street coll ided with the Cruise AV, damaging the rear bumper and left rear sensor. There were no injuries and the police were not called.","7, 8",37.772829,-122.406326,018000,4012,4,40.7,895,436,89,201,99,45,250001
B,5/25/18,3:51 PM,2017,Chrysler,Pacifica,100 Mayfield Avenue,Mountain View,Santa Clara,94043,Stopped in Traffic,Moving,2,Minor,Autonomous,Cloudy,Daylight,Dry,No Unusual Conditions,Parked,Parking Maneuver,Broadside,Truck/Bus,Parking,Vehicle 2,0,None,"A Waymo autonomous vehicle (""Waymo AV"") in autonomous mode was broadsided while stationary in a parking lot at 100 Mayfield Ave.
in Mountain View, CA. The Waymo AV was stopped for approximately 65 seconds when a vehicle backing out of a parking spot made
contact with the Waymo AV's driver's-side sliding door and rear quarter panel at approximately 2 mph. There were no injuries reported at
the scene by either party. The operator of the Waymo AV disengaged autonomous mode while the other vehicle pulled back into the spot it
had previously occupied. Both parties then exchanged information. . ","4, 5",37.40718,-122.104659,509302,1009,1,44,1329,779,0,308,82,160,234688
C,5/25/18,6:37 PM,2017,Chevrolet,Bolt,Jackson Street & Jones Street,San Francisco,San Francisco,94109,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Parking Maneuver,Parked,Hit Object,Mid-Sized Car,Intersection,Vehicle 1,0,None,"A Cruise autonomous vehicle ( "" Cruise AV "" ) was involved in a collision while operating in conventional mode on Bryant
Street between 10th and 11th Streets. Bryant Street is a one-way street heading northeast at that location. The Cruise AV
was stopped waiting for pedestrians to clear the sidewalk before making a right turn into a driveway. A vehicle that had turned
left onto Bryant Street from 11th Street coll ided with the Cruise AV, damaging the rear bumper and left rear sensor. There were
no injuries and the police were not called.","7, 8, 9",37.794988,-122.414826,010800,3007,3,,,,,,,0,
C,6/3/18,8:29 PM,2017,Chevrolet,Bolt,Hyde Street and Washington Street,San Francisco,San Francisco,94109,Stopped in Traffic,Moving,2,Moderate,Autonomous,Clear,Dusk-Dawn,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,1,"The driver of the Cruise AV later experienced stiffness in his neck, sought treatment",,"7, 8, 9",37.793684,-122.417936,011001,1002,1,,,,,,,0,
C,6/11/18,9:41 AM,2017,Chevrolet,Bolt,Bryant between 10th and 11th Street,San Francisco,San Francisco,94103,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Proceeding Straight,Rear End,Compact Car,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV"") was rear-ended while operating in autonomous mode on Bryant Street between 10th Street and
11th Street. The Cruise AV had just made a left turn from 11th Street onto Bryant when a second Cruise autonomous vehicle directly behind
operating in conventional mode contacted the rear bumper of the Cruise AV, causing minor scuffs to both vehicles. There were no injuries and
the police were not called. ","7, 8, 9",37.77063,-122.41248,017700,2011,2,,,,,,,0,
B,6/13/18,7:31 AM,2017,Chrysler,Pacifica,"Highway 85, Northbound",Mountain View,Santa Clara,94041,Moving,None,1,Moderate,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Changing Lanes,Unknown,Side Swipe,Mid-Sized Car,Highway/Freeway,Vehicle 1,0,None,"A Waymo autonomous vehicle (""Waymo AV"") traveling on Highway 85 N inMountain View struck the median divide after the driver
disengaged the vehiclefrom au tonomous mode to manual mode and allowed the vehicle to drift out of its lane while in manual mode. The
Waymo A V experienced moderate damage to its front left tire and bumper. There were no other vehicl es involved and no inj uries were
reported at the scene. ","1, 2",37.388528,-122.075734,509700,1003,1,,,,,,,0,
Aurora,6/20/18,1:49 PM,2017,Lincoln,MKZ,Pagemill Road after 280 exit ramp,Palo Alto ,Santa Clara,94306,Moving,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Proceeding Straight,Rear End,Mid-Sized Car,Ramp,Vehicle 2,0,None,"An Aurora test vehicle was being manually driven ( conventional mode) for data collection in Palo Alto near Pagemill Rd and the 280 off-ramp at around 1:50pm on Wednesday 06/20/2018. As the driver of the Aurora test vehicle approached the end of the off-ramp, he witnessed ahead of him a squirrelenter and then stop itself in the middle of the ramp. The driver proceeded to begin a slow and steady deceleration of the Aurora test vehicle to avoid maiming the animal. A silver Lexus traveling behind the Aurora test vehicle then rear ended the test vehicle. There were no injuries and the parties exchanged information. Though the police were not called, a CHP officer was already in the vicinity addressing an abandoned vehicle. The officer consulted with the parties but ultimately concluded no further action was needed. ","7, 8, 9, 10",37.415728,-122.130765,510600,2002,2,,,,,,,0,
C,6/22/18,1:05 PM,2017,Chevrolet,Bolt,El Camino del Mar and Land's End Trail,San Francisco,San Francisco,94121,Moving,None,1,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Unknown,Other,Mid-Sized Car,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode,was traveling westbound on El Camino Del Mar between 32nd Ave and Legion of Honor Drive. The Cruise AV was struck by agolf ball from a nearby golf course causing damage to the Cruise AV's front driver windshield. There were no injuries and police were not called.",19,37.786706,-122.49325,042800,2000,2,49.7,621,321,31,182,23,64,250001
C,6/29/18,2:52 PM,2017,Chevrolet,Bolt,Mission Street and 17th Street,San Francisco,San Francisco,94110,Moving,Moving,2,Moderate,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Making Left Turn,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle ("" Cruise AV"" ), operating in autonomous mode, was involved in a collision while traveling westbound on 17th Street through the intersection with Mission Street. The Cruise AV was struck on its left rear corner by another vehicle making a left turn from eastbound 17th Street onto Mission Street. This caused damage to the Cruise AV' s rear bumper. There were no injuries and police were not called.","7, 8",37.763428,-122.419513,020802,1002,1,,,,,,,0,
C,7/5/18,7:35 AM,2017,Chevrolet,Bolt,Hayes Street & Fillmore Street,San Francisco,San Francisco,94117,Moving,Moving,2,Moderate,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Making Right Turn,Proceeding Straight,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was involved in a collision while turning right from eastbound Hayes Street onto Fillmore Street. Another vehicle, while pulling out ofits parking spot behind the Cruise AV, scraped the Cruise AV's rear bumper. There were no injuries and police were not called. ","7, 8, 9",37.775833,-122.431198,016300,4002,4,,,,,,,0,
C,7/8/18,7:35 AM,2017,Chevrolet,Bolt,Sutter Street & Market Street,San Francisco,San Francisco,94104,Stopped in Traffic,None,1,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Unknown,Head On,Pedestrian,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle ("" Cruise AV"" ) while operating in autonomous mode, was involved in an incident on westbound Sutter Street at the intersection with Sansome Street when a jaywalking pedestrian approached the Cruise AV and intentionally
stepped up onto the hood of the vehicle while the Cruise AV was stopped at a red light, resulting in a dent on the hood. The pedestrian then stepped off and walked away. There were no injuries and the police were not called.",17,37.789029,-122.401749,061501,3000,3,,,,,,,0,
B,7/9/18,5:52 PM,2017,Chrysler,Pacifica,Middlefield Road at Oregon Expressway,Palo Alto,Santa Clara,94303,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Slowing/Stopping,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"A Waymo autonomous vehicle (""Waymo AV"") in autonomous mode was rear-ended while it was traveling northwest on Middlefield Road
at Oregon Expressway in Palo Alto. The Waymo AV was approaching the right-only turn lane and came to a stop prior to the tum in
reaction to a third vehicle passing on its left potentially entering into its lane, The vehicle traveling behind collided with the Waymo AV at
approximately 13 mph, The Waymo AV experienced minor damage to a sensor and rear bumper. The other vehicle experienced minor
damage to its front bumper. There were no injuries reported at the scene by either party. ",8,37.435749,-122.13304,510900,1000,1,,,,,,,0,
B,7/19/18,4:03 PM,2017,Chrysler,Pacifica,West Middlefield Rd,Mountain View,Santa Clara,94041,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Slowing/Stopping,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Waymo autonomous vehicle (""Waymo AV"") was in autonomous mode at a red traffic light on West Middlefield Road at Rengstorff
Avenue. The Waymo AV was yielding to cross traffic coming from the left when a vehicle from behind approached and made contact with
the rear of the Waymo AV. ",8,37.409229,-122.084198,509202,3000,3,31.1,803,285,20,403,95,0,212240
C,7/20/18,2:56 PM,2017,Chevrolet,Bolt,Geary Blvd & 42nd Street,San Francisco,San Francisco,94121,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Unknown,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was rear ended by another vehicle while stopped at a four way
stop on eastbound Geary Bl vd at 42nd Street, cracking a rear plastic sensor casing of the Cruise AV. There were no injuries and the police
were not called.",7,37.77961,-122.502972,047902,1005,1,,,,,,,0,
B,7/23/18,4:52 PM,2017,Chrysler,Pacifica,Vicente Drive,Sunnyvale,Santa Clara,94086,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Stopped,Head On,Mid-Sized Car,Intersection,Vehicle 1,0,None,"A Waymo autonomous vehicle (""Waymo AV"") was being driven in manual at about 3 mph when it made contact with the rear bumper of
the vehicle preceding it on Vicente Road. Both vehicles were attempting to make a right turn onto Bernardo Ave. There were no injuries
reported at the scene.",16,37.376041,-122.05613,509107,3003,3,30.2,1577,442,94,594,424,23,132778
B,7/26/18,2:47 PM,2017,Chrysler,Pacifica,NB Central Expressway at Shoreline Boulevard,Mountain View,Santa Clara,94043,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Proceeding Straight,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"A Waymo autonomous vehicle (""Waymo AV"") was rear-ended while stopping for a red light in autonomous mode at the intersection of northbound Central Expressway and Shoreline in Mountain View, CA. There were no injuries. ","7, 8, 9",37.421865,-122.070895,504601,1007,1,,,,,,,0,
C,7/31/18,3:15 PM,2017,Chevrolet,Bolt,10th Street between Divison and Bryant Street,San Francisco,San Francisco,94103,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Unknown,Side Swipe,Mid-Sized Car,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle ("" Cruise AV"" ), stopped in autonomous mode behind a double-parked delivery truck, was
struck on its left side mirror by a passing vehicle traveling southeast-bound on 10th Street between Divison and Bryant Streets,
scratching the mirror casing. There were no injuries and police were not called. ",1,37.770348,-122.409736,017700,1010,1,,,,,,,0,
B,8/6/18,2:25 PM,2017,Chrysler,Pacifica,Middlefield Road and Bryson Avenue,Palo Alto,Santa Clara,94306,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"A Waymo autonomous vehicle (""Waymo AV"") in autonomous mode was rear-ended while traveling southeast on Middlefield Road at the Bryson Avenue intersection in Palo Alto. As the Waymo AV was stopped, the vehicle following it made contact at low speed. There were minor damages and no injuries reported at the scene by either party. ","7, 8, 9",37.43318,-122.12997,510900,1006,1,,,,,,,0,
