Company,Date,Time,Vehicle 1 Year,Vehicle Make,Vehicle Model,Address,City,County,Zip Code,Vehicle 1 Status,Vehicle 2 Status,Vehicles Involved,Describe Veh Damage,Mode,Weather,Lighting,Roadway Surface,Roadway Condition,Mov Proceed Col Veh 1,Mov Proceed Col Veh 2,Collision Type,Vehicle type,Location,Fault,Number of injuries,Injuries,Description,Damaged Area,Latitude,Longitude,Census Tract Code,Census Block Code,Census Block Group,Median Age,Population,White,Black,Asian,Hispanic,Other,Median Income
B,1/20/22,8:36 PM,2021,Jaguar,I-Pace,Sunset Boulevard and Judah Street,San Francisco,San Francisco,94122,Moving,Moving,2,Minor,Conventional,Other,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On January 20, 2022 at 8.36 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Sunset Boulevard and Judah Street: While proceeding straight on northbound Sunset Boulevard in manual mode, the operator of the Waymo AV slowed the vehicle while approaching stopped traffic at the Judah Street intersection. A passenger vehicle approached from behind and made contact with the rear of the Waymo AV, then immediately left the scene of the collision: At the time of the impact, the Waymo AV's Level ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage.","7, 8, 9",37.760874,-122.495749,032700,7006,7,,,,,,,0,
B,1/22/22,2:11 AM,2021,Jaguar,I-Pace,Folsom Street and 23rd Street,San Francisco,San Francisco,94110,Moving,Moving,2,Minor,Conventional,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Making Left Turn,Side Swipe,Two-Wheels,Intersection,Vehicle 2,0,None,"On January 22,2022 at 2:11 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, CA was in a collision involving motorcycle on Folsom Street at 23rd Street: The Waymo AV was in autonomous mode on southbound Folsom Street in the intersection with 23rd Street, when the Waymo AV to slow for a motorcyclist traveling on northbound Folsom Street signaling to make an unprotected left turn onto 23rd Street The test driver (in the driver's seating position) transitioned to manual mode and continued to slow the Waymo AV. The motorcyclist attempted to turn behind the Waymo AV and made contact with the left rear corner of the Waymo AV. The motorcyclist remained upright and rode away without stopping to provide any information. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage to the driver's side of the rear bumper. began",6,37.754099,-122.414234,022803,1002,1,,,,,,,0,
C,1/26/22,3:56 AM,2020,Cruise,AV,198 10 St,San Francisco,San Francisco,94103,Moving,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Traveling Wrong Way,Broadside,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV"") , operating in supervised autonomous mode, was traveling southbound on 1Oth Street between Howard Street and Mission Street: The Cruise AV was traveling 24.9 mph upon coming to the intersection with Howard Street on a green light: As the Cruise A V entered the intersection, 2021 Range Rover was traveling the wrong way on a one-way section of Howard Street: The 2021 Range Rover was traveling eastbound on Howard Street and entered the intersection on red light: The Cruise AV braked prior to the Cruise AV operator disengaging the Cruise AV from autonomous mode The Cruise AV operator continued to brake while steering away the approaching vehicle but, shortly thereafter, the 2021 Range Rover made contact with the Cruise AV, damaging the front right of the Cruise AV and the front left bumper of the 2021 Range Rover: The Cruise AV was traveling 11.2 mph at the time of contact Police were called to the scene and no injuries were reported from","14, 15, 16",37.774193,-122.414368,017603,3004,3,49.2,574,120,0,185,259,10,11657
B,1/28/22,8:40 PM,2021,Jaguar,I-Pace,Noriega Street at 2Sth Avenue,San Francisco,San Francisco,94122,Moving,Moving,2,Moderate,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On January 28,2022 at 8:40 PM PST a Waymo Autonomous Vehicle ~~Waymo AV"") operating in San Francisco, CA was in a collision involving SUV on Noriega Street at 2Sth Avenue_ While proceeding straight on eastbound Noriega Street in autonomous mode, the Waymo AV slowed down and came to a halt at the stop sign at the intersection with 2Sth Avenue. As the Waymo began to proceed, a SUV approached the Waymo A V from behind and made contact with the rear of the Waymo AV. At the time of the impact; the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver' $ seating position). Both vehicles sustained moderate damage.","7, 8",37.753941,-122.486547,032902,1000,1,48.7,1202,245,0,880,41,36,93000
B,1/28/22,6:30 AM,2021,Jaguar,I-Pace,Franklin Street at Golden Gate Avenue,San Francisco,San Francisco,94102,Moving,Moving,2,Minor,Autonomous,Clear,Dusk-Dawn,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Rear End,Compact Car,Street,Vehicle 2,0,None,"On January 28,2022 at 6.30 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Franklin Street at Golden Gate Avenue. The Waymo AV was stopped at a red light on northbound Franklin Street at Golden Gate Avenue. After the traffic light turned green and the Waymo AV had begun to accelerate, the passenger vehicle behind the Waymo A V struck the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained minor damage, and the trailing passenger vehicle sustained minor damage.","8, 9",37.78082,-122.422087,016000,1007,1,,,,,,,0,
C,1/29/22,1:10 PM,2020,Cruise,AV,280 Potrero AV,San Francisco,San Francisco,94103,Moving,None,1,None,Autonomous,Clear,Daylight,Dry,Unknown,Making Right Turn,Proceeding Straight,Rear End,Two-Wheels,Intersection,Vehicle 2,1,Cyclist 3 reported minor injuries ,"A Cruise autonomous vehicle (""Cruise AV"") , operating in supervised autonomous mode, was traveling southbound on Potrero Avenue between ]Sth Street and I6th Street_ The Cruise A V approached the intersection with I6th Street as Toyota Tundra traveling southbound on Potrero Avenue was making a right turn onto westbound 16th street_ The Toyota Tundra was yielding for pedestrians and blocking the bike lane on southbound Potrero Avenue with Cyclist 1 and Cyclist 2 approaching: The Cruise AV braked for the two cyclists as Cyclist 3 traveling behind the Cruise AV veered left to avoid another vehicle pulling out of a curbside parking spot: Cyclist 3 then made contact with the right rear bumper of the Cruise AV, falling off their bike. Cyclist 3 reported minor injuries related to the incident and police were not called.",0,37.766008,-122.407737,017700,1015,1,33.9,372,165,5,86,98,18,165789
B,2/1/22,8:44 AM,2021,Jaguar,I-Pace,Clipper Street and Noe Street,San Francisco,San Francisco,94114,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Xing Into Opposing Lane,Rear End,Mid-Sized Car,Street,Vehicle 2,0,None,"On February 1, 2022 at 844 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a SUV on Clipper Street and Noe Street The Waymo AV was stopped at a stop sign facing west on Clipper Street in autonomous mode while yielding to pedestrians in the crosswalk After the pedestrians had crossed, the Waymo started to edge forward when an SUV to the Waymo AV S rear passed the Waymo AV by driving in the oncoming traffic lane and made contact with the left rear sensor housing of the Waymo AV. At the time of the impact, the Waymo AV s Level 4 ADS was engaged in autonomous mode and a test driver was present (in the driver's seating position) The Waymo AV sustained minor damage.",7,37.749027,-122.43164,021400,3006,3,,,,,,,0,
B,2/4/22,11:00 AM,2021,Jaguar,I-Pace,2nd Avenue and Fulton Street,San Francisco,San Francisco,94118,Moving,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Parked,Backing,Broadside,Mid-Sized Car,Parking,Vehicle 2,0,None,"On February 4,2022 at 11:00 AM PST a Waymo Autonomous Vehicle (""Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle on 2nd Avenue at Fulton Street: While the Waymo AV was parked on the right side of the road on Znd Avenue, a passenger vehicle reversed out of an adjacent driveway and made contact with the front right bumper of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage.",15,37.775566,-122.459589,045100,1007,1,,,,,,,0,
A,2/5/22,8:55 PM,2016,Toyota,Highlander,Brannan and 7th Intersection,San Francisco,San Francisco,94103,Stopped in Traffic,Moving,2,None,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Street,Vehicle 2,0,None,A Zoox vehicle in autonomous mode was stopped at a traffic light on Brannan Street at 7th Street when passenger vehicle hit the Zoox vehicle behind. The passenger vehicle left the scene without exchanging information There were no injuries and the police were not called: from,0,37.77305,-122.403205,018000,3001,3,,,,,,,0,
A,2/6/22,8:40 AM,2016,Toyota,Highlander,Treat Avenue,San Francisco,San Francisco,94103,Stopped in Traffic,Moving,2,None,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Xing Into Opposing Lane,Head On,Two-Wheels,Street,Vehicle 2,0,None,A Zoox vehicle in manual mode was stopped on Treat when bicyclist on the wrong side of the street rode into the front bumper of the Zoox vehicle. The Zoox vehicle did not incur any damage. There were no injuries and the police were not called: riding Ave;,0,37.758151,-122.413689,022801,3006,3,37.9,1380,684,1,110,468,117,140288
B,2/6/22,1:53 PM,2021,Jaguar,I-Pace,Pine Street at Fillmore Street,San Francisco,San Francisco,94115,Stopped in Traffic,Moving,3,Moderate,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Changing Lanes,Side Swipe,Mid-Sized Car,Street,Vehicle 2,1,Reported minor discomfort but did not require medical attention ,"On February 6, 2022 at 1:53 PM PST a Waymo Autonomous Vehicle ~~Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Pine Street at Fillmore Street The Waymo AV was stopped in the right lane of a three lane, one-way street in manual mode while boarding a passenger: A passenger vehicle stopped behind the Waymo AV then attempted to go around the Waymo AV, attempting to merge with traffic in the center lane but colliding instead with a third passenger vehicle and also making contact with the Waymo AV At the time of the impact, the Waymo A Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV and the passenger vehicle that made contact with it sustained moderate damage. The third vehicle sustained minor damage. The Waymo AV passenger reported minor discomfort at the scene but advised they did not require medical attention: V's",6,37.787949,-122.433647,015202,2003,2,,,,,,,0,
B,2/8/22,8:56 AM,2021,Jaguar,I-Pace,Harrison Street and 9th Street,San Francisco,San Francisco,94103,Moving,Stopped in Traffic,2,None,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Stopped,Other,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On February 8, 2022 at 8.56 AM PST, Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Harrison Street at 9th Street: The Waymo AV was traveling southbound on Harrison Street in manual mode, and began slowing for a red light as it approached the intersection of 9th Street: The Waymo AV was in the second lane from the left on a one-way street_ A passenger in a taxi cab that was stopped in the lane to the left of the Waymo AV opened the rear passenger door as the Waymo AV was coming to a stop. The edge of the taxi cab s door made contact with the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The other vehicle sustained minor damage.",0,37.772526,-122.410077,017803,2002,2,,,,,,,0,
B,2/9/22,5:46 PM,2021,Jaguar,I-Pace,Parker Avenue at McAllister Street,San Francisco,San Francisco,94118,Moving,Moving,1,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Unknown,Side Swipe,Two-Wheels,Intersection,Vehicle 2,0,None,"On February 9, 2022 at 5:46 PM PST a Waymo Autonomous Vehicle ~~Waymo AV"") operating in San Francisco, CA was in a collision involving bicyclist on Parker Avenue at McAllister Street_ The Waymo AV was in autonomous mode and traveling southbound on Parker Avenue when it came to a stop at McAllister Street: the Waymo AV proceeded, bicyclist traveling northbound on Parker Avenue proceeded through the stop sign without stopping in order to make a left turn onto westbound McAllister Street  The Waymo AV began to brake and the test driver (in the driver's seating position), disengaged the AV system and continued braking; As the bicyclist attempted to complete their left turn, the bicyclist made contact with the driver side rear corner of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo sustained damage. As",6,37.775749,-122.452964,015701,2003,2,,,,,,,0,
B,2/9/22,3:05 PM,2021,Jaguar,I-Pace,Coral Road at Wisconsin Street,San Francisco,San Francisco,94107,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,Reduced Roadway Width,Stopped,Proceeding Straight,Side Swipe,Truck/Bus,Street,Vehicle 2,0,None,"On February 9,2022 at 3.05 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pick-up truck on Coral Road at Wisconsin Street The Waymo AV was traveling westbound on Coral Road in autonomous mode and came to stop while yielding to an oncoming pick-up truck in a narrow roadway_ The oncoming truck continued proceeding straight and made contact with the rear left sensor of the Waymo AV_ At the time of the impact, the Waymo AV s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver'$ seating position) Both vehicles sustained minor damage.",6,37.753822,-122.398606,061401,1001,1,,,,,,,0,
B,2/10/22,8:00 PM,2021,Jaguar,I-Pace,Broadway at Montgomery Street,San Francisco,San Francisco,94133,Moving,None,1,Minor,Conventional,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Backing,Unknown,Hit Object,None,Parking,Vehicle 1,0,None,"On February 10, 2022 at &.00 PM PST a Waymo Autonomous Vehicle ""~Waymo AV"") operating in San Francisco, California was in a collision involving a in parking structure on Broadway at Montgomery Street: While reversing out of a parked position in manual mode, the test driver of the Waymo AV struck a At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode_ The Waymo AV sustained minor damage to the rear bumper: pole pole.",7,37.797925,-122.407329,010701,2000,2,62,1978,24,0,1936,18,0,21003
B,2/11/22,2:07 AM,2021,Jaguar,I-Pace,Mission Street and Silver Avenue,San Francisco,San Francisco,94112,Stopped in Traffic,Moving,2,Major,Conventional,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Other Unsafe Turning,Broadside,Mid-Sized Car,Intersection,Vehicle 2,1,Driver of the other vehicle was transported from the scene by first responders with injuries,"On February 11,2022 at 2:07 AM PST a Waymo Autonomous Vehicle (""Waymo AV') operating in San Francisco was in a collision involving passenger vehicle on Silver Avenue at Mission Street_ After making a right turn onto southbound Silver Avenue from Mission Street in manual mode, the test driver of the Waymo AV pulled over to the right shoulder of Silver Avenue while waiting for emergency vehicles to pass. A moment later, a passenger vehicle turned right onto Silver Avenue Mission Street into the oncoming traffic lane and swerved into the driver door of the Waymo AV. At the time of the impact; the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained major damage. The driver of the other vehicle was transported from the scene by first responders with injuries. from","2, 3, 4",37.72873,-122.431294,025502,1011,1,,,,,,,0,
B,2/11/22,5:36 PM,2021,Jaguar,I-Pace,Market Street and Valencia Street,San Francisco,San Francisco,94103,Moving,Moving,2,Minor,Autonomous,Cloudy,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Compact Car,Street,Vehicle 2,0,None,"On February 11, 2022 at 5.36 PM PST a Waymo Autonomous Vehicle ""~Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Market Street and Valencia Street The Waymo AV was approaching stopped traffic in the left turn lane on Market Street at Valencia Street when passenger vehicle approached from behind and made contact with the rear bumper of the Waymo AV. The other vehicle left the scene without exchanging information At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver seating position) The Waymo AV sustained minor damage.",8,37.771937,-122.42325,020202,1001,1,,,,,,,0,
C,2/11/22,12:42 AM,2020,Cruise,AV,1002 Masonic Ave,San Francisco,San Francisco,94117,Moving,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,Unknown,Proceeding Straight,Making Left Turn,Side Swipe,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light o southbound Masonic Avenue at the intersection with Oak Street_ At the intersection, an Acura Sedan was stopped in front of the Cruise AV in the left southbound lane_ To the right of the Cruise AV was BMW Sedan in the right southbound lane_ In response to the green light; the Acura Sedan made a signaled left turn onto Oak Street as the BMW Sedan stayed parallel to the Cruise AV. As the Cruise AV entered the intersection, the BMW Sedan made a prohibited left turn from the right southbound lane on Masonic Avenue with no turn signal. The Cruise AV braked and, shortly thereafter, the BMW Sedan made contact with the Cruise AV, damaging the front right bumper of the Cruise AV. The driver of the BMW Sedan left the scene without exchanging information  There were no injuries and Cruise filed a report on February 12,2022. police","14, 15, 16",37.771985,-122.445384,016601,1002,1,35.2,1831,1507,38,128,97,61,177230
B,2/14/22,3:02 PM,2021,Jaguar,I-Pace,Kansas Street at ]6th Street,San Francisco,San Francisco,94103,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On February 14,2022 at 3.02 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Kansas Street at I6th Street: The Waymo AV was stopped at a red light facing north on Kansas Street at the I6th Street intersection in autonomous mode. While the traffic light was still red, the vehicle immediately behind the Waymo AV began to accelerate and made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver seating position) The Waymo AV sustained minor damage.",9,37.775678,-122.412131,017803,1000,1,,,,,,,0,
Apple,2/17/22,8:25 AM,2017,Lexus,RX 45h,300 Charles Street,Sunnyvale,Santa Clara,94086,Moving,None,1,Minor,Conventional,Clear,Daylight,Dry,Reduced Roadway Width,Proceeding Straight,Unknown,Hit Object,Truck/Bus,Street,Vehicle 1,0,None,"On February 17th, a test vehicle operating in manual mode was traveling North-bound on Charles Road in Sunnyvale when the test vehicle's passenger-side mirror clipped the driver-side mirTor of a parked Ford F-150, causing cosmetic damage to both mirror housings   No injuries were reported and law enforcement was not called to the scene",14,37.375439,-122.036,508601,1001,1,38.5,925,245,0,586,57,37,250001
B,2/19/22,7:45 PM,2021,Jaguar,I-Pace,100 Block of Bayshore Avenue,San Francisco,San Francisco,94124,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Street,Vehicle 2,0,None,"On February 19,2022 at 7:45 PM PST a Waymo Autonomous Vehicle Waymo AV"" operating in San Francisco, California was in a collision involving a passenger vehicle at the northbound merge lane on the 100 block of Bayshore Boulevard While attempting a merge onto northbound Bayshore Boulevard from southbound Bayshore Boulevard, the Waymo AV came to a stop to for approaching traffic on the right  While stopped, a vehicle approached from behind and made contact with the rear bumper of the Waymo V. The other vehicle left the scene without exchanging information. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver' $ seating position) The Waymo AV sustained minor damage. yield",9,37.73123,-122.382857,023102,2004,2,,,,,,,0,
C,2/19/22,8:36 AM,2020,Cruise,AV,890 Geary Blvd,San Francisco,San Francisco,94109,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Making Right Turn,Making Right Turn,Side Swipe,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was at a complete stop in response to a red light on Geary Boulevard at the intersection with Larkin Street_ The Cruise AV began to make a right turn onto Larkin Street on a green light and was yielding to pedestrian in the crosswalk. Shortly thereafter; a Toyota Camry traveling in a non-turn lane of Geary Boulevard made a right turn in of the Cruise AV, making contact with the Cruise AV's front left bumper. There were no injuries and police were not called. front","1, 2",37.78633,-122.417931,012203,2000,2,36.9,567,351,0,103,33,80,59779
Apple,2/22/22,1:32 PM,2016,Lexus,RX 45h,EB E Evelyn Ave btw Mondrian and Bernardo,Mountain View,Santa Clara,94041,Moving,None,1,Minor,Conventional,Cloudy,Daylight,Dry,Construction - Repair Zone,Proceeding Straight,Unknown,Hit Object,None,Street,Vehicle 1,0,None,"On February 22nd, a test vehicle operating in manual mode was traveling East-bound on Evelyn Avenue in Mountain View and ran over road debris that was projected upward, scratching the test-vehicle '$ driver-side door: injuries were reported and law enforcement was not called to the scene_ No",3,37.388528,-122.075734,509700,1003,1,,,,,,,0,
B,2/28/22,12:49 AM,2021,Jaguar,I-Pace,Cesar Chavez and Mission Street,San Francisco,San Francisco,94110,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Passing Other Vehicle,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On February 28,2022 at 12.49 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Cesar Chavez at Mission Street_ The Waymo AV was stopped at a red light facing west o Cesar Chavez at the Mission Street intersection in the left turn lane in autonomous mode. While the traffic light was still red, the vehicle immediately behind the Waymo AV began to accelerate toward the right side of the Waymo AV and made contact with the right rear bumper of the Waymo AV. The other vehicle left the scene without exchanging information. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained minor damage:",9,37.748166,-122.418221,025300,4000,4,,,,,,,0,
B,2/28/22,1:00 PM,2021,Jaguar,I-Pace,Polk Street and Jackson Street,San Francisco,San Francisco,94109,Moving,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Proceeding Straight,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"On February 28,2022 at 1:00 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Polk Street at Jackson Street While traveling southbound on Polk Street at Jackson Street in autonomous mode, the Waymo AV approached green light and signaled for a right turn when pedestrian entered the adjacent crosswalk in accordance with the pedestrian ""WALK"" signal As the Waymo AV began to slow, the driver transitioned the system into manual mode. A few seconds later, a passenger vehicle approached from behind and made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage.",7,37.794143,-122.421404,011001,2001,2,,,,,,,0,
B,3/6/22,6:00 PM,2021,Jaguar,I-Pace,Oak Street at Divisadero Street,San Francisco,San Francisco,94117,Stopped in Traffic,Moving,1,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Passing Other Vehicle,Side Swipe,Two-Wheels,Street,Vehicle 2,0,None,"On March 6, 2022 at 6.00 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision on Oak Street at Divisadero Street. The Waymo AV was parked in manual mode 0n the right side of Oak Street just east of Divisadero Street: The Waymo AV inched forward and to the left momentarily, but stopped as two approached the rear of the vehicle. As the second of the two attempted to pass the Waymo AV made contact with the left rear view mirror. The cyclist stopped momentarily but then rode away without exchanging information. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage. No injuries were reported  cyclists cyclists they",2,37.773133,-122.437423,016700,4001,4,,,,,,,0,
B,3/7/22,7:35 AM,2021,Jaguar,I-Pace,Avila Street at Casaand Marina BoulevardWay,San Francisco,San Francisco,94123,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Parked,Side Swipe,Mid-Sized Car,Street,Vehicle 2,0,None,"On March 7, 2022 at 7.35 AM PST a Waymo Autonomous Vehicle Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on Avila Street at Casa and Marina Boulevard. The Waymo AV was traveling northeast o Aliva Street in manual mode in a narrow passageway. The Waymo AV approached a stop sign and the test driver steered to the right around parked vehicle with oncoming traffic approaching The right rear sensor housing of the Waymo AV made contact with a parked SUV on the right side of the road. At the time of the impact; the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode The Waymo AV sustained minor damage. Way",10,37.803215,-122.441028,012601,2004,2,34.9,1207,858,20,143,134,52,157794
B,3/9/22,12:22 PM,2021,Jaguar,I-Pace,Irving Street at 25th Avenue,San Francisco,San Francisco,94122,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Backing,Side Swipe,Compact Car,Street,Vehicle 2,0,None,"On March 9,2022 at 12.22 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Street at 25th Avenue_ The Waymo AV was stopped in traffic, eastbound on Street in autonomous mode. A parked car to the right of the Waymo AV began reversing into the street and made contact with the rear right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained minor damage. Irving Irving",10,37.763279,-122.483554,032601,2005,2,,,,,,,0,
B,3/11/22,10:15 AM,2021,Jaguar,I-Pace,123 Vicente St,San Francisco,San Francisco,94127,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Parking Maneuver,Parked,Other,Truck/Bus,Parking,Vehicle 1,0,None,"On March 11,2022 at 10.15 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a parked vehicle on Vicente Street at West Portal Avenue. While the test driver of the Waymo AV was parallel parking in manual mode o Vicente Street, the rear of the Waymo AV made contact with the front of a parked pickup truck: At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage.",8,37.739763,-122.467748,030800,4008,4,43.1,2069,1276,35,491,202,33,132031
C,3/15/22,12:26 PM,2020,Cruise,AV,3001 I6th St,San Francisco,San Francisco,94103,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Changing Lanes,Changing Lanes,Side Swipe,Compact Car,Street,Vehicle 2,1,Driver of the Honda Civic later claimed injuries related to the event,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was traveling eastbound in the rightmost lane on 16th Street between Mission Street and Wiese Street_ Ahead of the Cruise AV delivery truck was double-parked in the rightmost lane of eastbound I6th Street_ The Cruise AV began to maneuver around the double-parked vehicle by changing lanes At the same time, a 2010 Honda Civic traveling behind the Cruise AV in the rightmost lane also began to maneuver and increase into the leftmost lane. Shortly thereafter, contact was made with the Cruise AV's side dOOr, damaging the front driver side door and radar assembly. There were no reported injuries at the scene by either party and police were not called  The driver of the Honda Civic later claimed injuries related to the event. speed","13, 14, 15",37.779023,-122.40655,017804,1000,1,32.5,2347,731,22,558,1017,19,135026
Apple,3/15/22,6:59 PM,2017,Lexus,RX 45h,SB Semiconductor Drive,Santa Clara,Santa Clara,95051,Moving,None,1,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Unknown,Other,Pedestrian ,Street,Vehicle 1,0,None,"On March 1Sth, a test vehicle operating in manual mode was traveling South-bound on Semiconductor Drive in Santa Clara when an individual threw an object at the test vehicle, causing cosmetic damage to the test vehicle's hood. No injuries were reported, and police were notified of the incident:",19,37.345558,-121.94646,505600,3016,3,20,2523,1380,28,533,434,126,90625
